"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0456","/processes","false","View","open page/link","`/production-orders/${process.production_order_id}`","","","frontend/src/app/(app)/processes/page.tsx","479","static source; conditional visibility and dynamic data require runtime QA"
"C0457","/processes","false","<ChevronUp /> / <ChevronDown /> Stage detail","local state / inspect handler","","{onToggle}","","frontend/src/app/(app)/processes/page.tsx","483","static source; conditional visibility and dynamic data require runtime QA"
"C0458","/processes","false","Audit","open page/link","`/admin/audit-logs?entity=ProductionOrder&id=${process.production_order_id}`","","","frontend/src/app/(app)/processes/page.tsx","487","static source; conditional visibility and dynamic data require runtime QA"
"C0459","/processes","false","Icon control at line 501","open new tab","imagePreviewHref(imageUrl, alt)","","","frontend/src/app/(app)/processes/page.tsx","501","static source; conditional visibility and dynamic data require runtime QA"
"C0460","/production-orders","false","View","open page/link","`/production-orders/${p.id}`","","","frontend/src/app/(app)/production-orders/page.tsx","84","static source; conditional visibility and dynamic data require runtime QA"
"C0461","/production-orders","false","Edit","local state / inspect handler","","{() => openEdit(p)}","","frontend/src/app/(app)/production-orders/page.tsx","86","static source; conditional visibility and dynamic data require runtime QA"
"C0462","/production-orders","false","Form submission","save/change data","","{saveEdit}","","frontend/src/app/(app)/production-orders/page.tsx","96","static source; conditional visibility and dynamic data require runtime QA"
"C0463","/production-orders","false","Cancel","local state / inspect handler","","{() => setEditing(null)}","","frontend/src/app/(app)/production-orders/page.tsx","113","static source; conditional visibility and dynamic data require runtime QA"
"C0464","/production-orders","false","Save changes","submit form","","","","frontend/src/app/(app)/production-orders/page.tsx","114","static source; conditional visibility and dynamic data require runtime QA"
"C0465","/production-orders/[id]","false","label","open new tab","imagePreviewHref(imageUrl, label)","","","frontend/src/app/(app)/production-orders/[id]/page.tsx","188","static source; conditional visibility and dynamic data require runtime QA"
"C0466","/production-orders/[id]","false","Retry","local state / inspect handler","","{() => mutate()}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","431","static source; conditional visibility and dynamic data require runtime QA"
"C0467","/production-orders/[id]","false","Distribute the production deadline across stage deadlines using SAM x qty where available","save/change data","","{cascade}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","445","static source; conditional visibility and dynamic data require runtime QA"
"C0468","/production-orders/[id]","false","Admin repair: recalculate counters from records and packages","save/change data","","{repairTotals}","repairing","frontend/src/app/(app)/production-orders/[id]/page.tsx","447","static source; conditional visibility and dynamic data require runtime QA"
"C0469","/production-orders/[id]","false","Edit","local state / inspect handler","","{openSummaryEdit}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","479","static source; conditional visibility and dynamic data require runtime QA"
"C0470","/production-orders/[id]","false","Form submission","save/change data","","{saveSummary}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","484","static source; conditional visibility and dynamic data require runtime QA"
"C0471","/production-orders/[id]","false","Cancel","local state / inspect handler","","{() => { setSummaryEditing(false); setSummaryMsg(""""); }}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","562","static source; conditional visibility and dynamic data require runtime QA"
"C0472","/production-orders/[id]","false","Saving... / Save changes","submit form","","","summarySaving","frontend/src/app/(app)/production-orders/[id]/page.tsx","565","static source; conditional visibility and dynamic data require runtime QA"
"C0473","/production-orders/[id]","false","Saving... / Auto Reserve","save/change data","","{autoReserveMaterials}","reservationBusy === ""auto""","frontend/src/app/(app)/production-orders/[id]/page.tsx","630","static source; conditional visibility and dynamic data require runtime QA"
"C0474","/production-orders/[id]","false","Release reservation","save/change data","","{() => releaseReservation(reservation.id)}","reservationBusy === `release-${reservation.id}`","frontend/src/app/(app)/production-orders/[id]/page.tsx","723","static source; conditional visibility and dynamic data require runtime QA"
"C0475","/production-orders/[id]","false","Assign","local state / inspect handler","","{() => openEdit(w)}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","794","static source; conditional visibility and dynamic data require runtime QA"
"C0476","/production-orders/[id]","false","Block","save/change data","","{() => blockWO(w.id)}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","797","static source; conditional visibility and dynamic data require runtime QA"
"C0477","/production-orders/[id]","false","Unblock","save/change data","","{() => unblockWO(w.id)}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","798","static source; conditional visibility and dynamic data require runtime QA"
"C0478","/production-orders/[id]","false","Hide split / Split","open/close dialog","","{() => setOpenAssignments(openAssignments === w.id ? null : w.id)}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","800","static source; conditional visibility and dynamic data require runtime QA"
"C0479","/production-orders/[id]","false","Cutting","open page/link","`/work-orders/${w.id}/cutting`","","","frontend/src/app/(app)/production-orders/[id]/page.tsx","804","static source; conditional visibility and dynamic data require runtime QA"
"C0480","/production-orders/[id]","false","Printing","open page/link","`/work-orders/${w.id}/printing`","","","frontend/src/app/(app)/production-orders/[id]/page.tsx","805","static source; conditional visibility and dynamic data require runtime QA"
"C0481","/production-orders/[id]","false","Sewing","open page/link","`/work-orders/${w.id}/sewing`","","","frontend/src/app/(app)/production-orders/[id]/page.tsx","806","static source; conditional visibility and dynamic data require runtime QA"
"C0482","/production-orders/[id]","false","Packaging","open page/link","`/work-orders/${w.id}/packaging`","","","frontend/src/app/(app)/production-orders/[id]/page.tsx","807","static source; conditional visibility and dynamic data require runtime QA"
"C0483","/production-orders/[id]","false","Form submission","download/export","","{saveAssign}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","825","static source; conditional visibility and dynamic data require runtime QA"
"C0484","/production-orders/[id]","false","Cancel","local state / inspect handler","","{() => setEditing(null)}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","859","static source; conditional visibility and dynamic data require runtime QA"
"C0485","/production-orders/[id]","false","Save changes","submit form","","","","frontend/src/app/(app)/production-orders/[id]/page.tsx","860","static source; conditional visibility and dynamic data require runtime QA"
"C0486","/production-orders/[id]","false","Delete","local state / inspect handler","","{() => del(a.id)}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","932","static source; conditional visibility and dynamic data require runtime QA"
"C0487","/production-orders/[id]","false","Form submission","save/change data","","{add}","","frontend/src/app/(app)/production-orders/[id]/page.tsx","938","static source; conditional visibility and dynamic data require runtime QA"
"C0488","/production-orders/[id]","false","Add assignment","local state / inspect handler","","","draft.sewing_flow_id > 0 && !!utilByFlow.get(draft.sewing_flow_id)?.is_full","frontend/src/app/(app)/production-orders/[id]/page.tsx","954","static source; conditional visibility and dynamic data require runtime QA"
"C0489","/profile","false","Form submission","save/change data","","{saveProfile}","","frontend/src/app/(app)/profile/page.tsx","62","static source; conditional visibility and dynamic data require runtime QA"
"C0490","/profile","false","Save","local state / inspect handler","","","","frontend/src/app/(app)/profile/page.tsx","73","static source; conditional visibility and dynamic data require runtime QA"
"C0491","/profile","false","Form submission","save/change data","","{changePassword}","","frontend/src/app/(app)/profile/page.tsx","76","static source; conditional visibility and dynamic data require runtime QA"
"C0492","/profile","false","Save Password","local state / inspect handler","","","","frontend/src/app/(app)/profile/page.tsx","83","static source; conditional visibility and dynamic data require runtime QA"
"C0493","/purchasing","false","Approve","save/change data","","{() => approve(request)}","busyId === request.id || Boolean(uploadingKey)","frontend/src/app/(app)/purchasing/page.tsx","216","static source; conditional visibility and dynamic data require runtime QA"
"C0494","/purchasing","false","Reject","save/change data","","{() => reject(request)}","busyId === request.id","frontend/src/app/(app)/purchasing/page.tsx","216","static source; conditional visibility and dynamic data require runtime QA"
"C0495","/purchasing","false","Order","save/change data","","{() => order(request)}","busyId === request.id","frontend/src/app/(app)/purchasing/page.tsx","222","static source; conditional visibility and dynamic data require runtime QA"
"C0496","/purchasing","false","New request","local state / inspect handler","","{() => { setMessage(""""); setShowRequestForm(true); }}","","frontend/src/app/(app)/purchasing/page.tsx","233","static source; conditional visibility and dynamic data require runtime QA"
"C0497","/purchasing","false","Active Orders ( openOrderCount )","open page/link","/purchasing/receiving","","","frontend/src/app/(app)/purchasing/page.tsx","234","static source; conditional visibility and dynamic data require runtime QA"
"C0498","/purchasing","false","Form submission","submit form","","{submitManualRequest}","","frontend/src/app/(app)/purchasing/page.tsx","240","static source; conditional visibility and dynamic data require runtime QA"
"C0499","/purchasing","false","Cancel","local state / inspect handler","","{() => setShowRequestForm(false)}","","frontend/src/app/(app)/purchasing/page.tsx","243","static source; conditional visibility and dynamic data require runtime QA"
"C0500","/purchasing","false","Cancel","local state / inspect handler","","{() => setShowRequestForm(false)}","","frontend/src/app/(app)/purchasing/page.tsx","265","static source; conditional visibility and dynamic data require runtime QA"
"C0501","/purchasing","false","Create Purchase Request","local state / inspect handler","","","busyId === -1 || uploadingKey === ""manual""","frontend/src/app/(app)/purchasing/page.tsx","266","static source; conditional visibility and dynamic data require runtime QA"
"C0502","/purchasing/price-calculation","false","Edit","local state / inspect handler","","{() => beginEdit(request)}","isEditing || savingId === request.id","frontend/src/app/(app)/purchasing/price-calculation/page.tsx","146","static source; conditional visibility and dynamic data require runtime QA"
"C0503","/purchasing/price-calculation","false","Saving… / Save","save/change data","","{() => save(request)}","!isEditing || savingId === request.id","frontend/src/app/(app)/purchasing/price-calculation/page.tsx","147","static source; conditional visibility and dynamic data require runtime QA"
"C0504","/purchasing/receiving","false","Purchase Requests","open page/link","/purchasing","","","frontend/src/app/(app)/purchasing/receiving/page.tsx","263","static source; conditional visibility and dynamic data require runtime QA"
"C0505","/purchasing/receiving","false","t(isCollapsed ? ""page.purchasing.expandSupplier"" : ""page.purchasing.collapseSupplier"", { supplier: group.supplierName })","local state / inspect handler","","{() => toggleSupplierGroup(group.key)}","","frontend/src/app/(app)/purchasing/receiving/page.tsx","297","static source; conditional visibility and dynamic data require runtime QA"
"C0506","/purchasing/receiving","false","Open material photo in a new window","open new tab","line.photo_url","","","frontend/src/app/(app)/purchasing/receiving/page.tsx","319","static source; conditional visibility and dynamic data require runtime QA"
"C0507","/purchasing/receiving","false","Receive","local state / inspect handler","","{() => openReceive(order, line)}","","frontend/src/app/(app)/purchasing/receiving/page.tsx","338","static source; conditional visibility and dynamic data require runtime QA"
"C0508","/purchasing/receiving","false","Form submission","save/change data","","{submitReceive}","","frontend/src/app/(app)/purchasing/receiving/page.tsx","371","static source; conditional visibility and dynamic data require runtime QA"
"C0509","/purchasing/receiving","false","Close","local state / inspect handler","","{() => setReceiveState(null)}","","frontend/src/app/(app)/purchasing/receiving/page.tsx","377","static source; conditional visibility and dynamic data require runtime QA"
"C0510","/purchasing/receiving","false","Cancel","local state / inspect handler","","{() => setReceiveState(null)}","receiveState.saving","frontend/src/app/(app)/purchasing/receiving/page.tsx","450","static source; conditional visibility and dynamic data require runtime QA"
"C0511","/purchasing/receiving","false","Saving... / Receive","local state / inspect handler","","","receiveState.saving","frontend/src/app/(app)/purchasing/receiving/page.tsx","451","static source; conditional visibility and dynamic data require runtime QA"
"C0512","/sales/price-requests","false","Add row","local state / inspect handler","","{addRow}","","frontend/src/app/(app)/sales/price-requests/page.tsx","103","static source; conditional visibility and dynamic data require runtime QA"
"C0513","/sales/price-requests","false","Saving… / Save","save/change data","","{() => save(draft)}","savingId === draft.id","frontend/src/app/(app)/sales/price-requests/page.tsx","110","static source; conditional visibility and dynamic data require runtime QA"
"C0514","/sales-orders/first-grade","false","copy.stock","open page/link","/warehouse-stock?stock_kind=first_grade","","","frontend/src/app/(app)/sales-orders/first-grade/page.tsx","19","static source; conditional visibility and dynamic data require runtime QA"
"C0515","/sales-orders/first-grade","false","Form submission","navigate after action","`/sales-orders/${order.id}`","{async event => { event.preventDefault(); if (busy || !selected.length) return; setBusy(true); setMessage(""""); try { const order = await api.post<{ id: number }>(""/api/sales-orders"", { order_type: ""branded_stock_sale"", customer_id: Number(customer), items: selected.map(row => ({ model_id: row.model_id, color: row.color, size: row.size, quantity: Number(row.quantity), unit_price: Number(row.price), source_type: ""first_grade"" })) }); router.push(`/sales-orders/${order.id}`); } catch (e) { setMessage(e instanceof Error ? e.message : String(e)); setBusy(false); } }}","","frontend/src/app/(app)/sales-orders/first-grade/page.tsx","22","static source; conditional visibility and dynamic data require runtime QA"
"C0516","/sales-orders/first-grade","false","copy.saveSale","local state / inspect handler","","","busy || !selected.length || !customer","frontend/src/app/(app)/sales-orders/first-grade/page.tsx","33","static source; conditional visibility and dynamic data require runtime QA"
"C0517","/sales-orders/new","false","Back to orders","open page/link","/sales-orders","","","frontend/src/app/(app)/sales-orders/new/page.tsx","437","static source; conditional visibility and dynamic data require runtime QA"
"C0518","/sales-orders/new","false","Form submission","navigate after action","`/sales-orders/${so.id}`","{submit}","","frontend/src/app/(app)/sales-orders/new/page.tsx","440","static source; conditional visibility and dynamic data require runtime QA"
"C0519","/sales-orders/new","false","Add customer","open/close dialog","","{() => { setCustomerError(""""); setCustomerModalOpen(true); }}","","frontend/src/app/(app)/sales-orders/new/page.tsx","462","static source; conditional visibility and dynamic data require runtime QA"
"C0520","/sales-orders/new","false","Add line","local state / inspect handler","","{addLine}","","frontend/src/app/(app)/sales-orders/new/page.tsx","513","static source; conditional visibility and dynamic data require runtime QA"
"C0521","/sales-orders/new","false","Distribute equally","local state / inspect handler","","{distributeBySizeRange}","","frontend/src/app/(app)/sales-orders/new/page.tsx","537","static source; conditional visibility and dynamic data require runtime QA"
"C0522","/sales-orders/new","false","Remove","local state / inspect handler","","{() => removeLine(i)}","","frontend/src/app/(app)/sales-orders/new/page.tsx","630","static source; conditional visibility and dynamic data require runtime QA"
"C0523","/sales-orders/new","false","file.file_name || file.file_url","open new tab","file.file_url","","","frontend/src/app/(app)/sales-orders/new/page.tsx","683","static source; conditional visibility and dynamic data require runtime QA"
"C0524","/sales-orders/new","false","Remove","local state / inspect handler","","{() => setPrintingAttachments((prev) => prev.filter((_, j) => j !== idx))}","","frontend/src/app/(app)/sales-orders/new/page.tsx","686","static source; conditional visibility and dynamic data require runtime QA"
"C0525","/sales-orders/new","false","Creating... / Create order","local state / inspect handler","","","saving || (isBrandedOrder && (stockLoading || !!stockError))","frontend/src/app/(app)/sales-orders/new/page.tsx","726","static source; conditional visibility and dynamic data require runtime QA"
"C0526","/sales-orders/new","false","Form submission","open/close dialog","","{createCustomer}","","frontend/src/app/(app)/sales-orders/new/page.tsx","740","static source; conditional visibility and dynamic data require runtime QA"
"C0527","/sales-orders/new","false","Cancel","open/close dialog","","{() => setCustomerModalOpen(false)}","customerSaving","frontend/src/app/(app)/sales-orders/new/page.tsx","784","static source; conditional visibility and dynamic data require runtime QA"
"C0528","/sales-orders/new","false","Saving... / Add customer","submit form","","","customerSaving","frontend/src/app/(app)/sales-orders/new/page.tsx","787","static source; conditional visibility and dynamic data require runtime QA"
"C0529","/sales-orders","false","Filter","filter/select/expand","","{() => setShowFilters((v) => !v)}","","frontend/src/app/(app)/sales-orders/page.tsx","169","static source; conditional visibility and dynamic data require runtime QA"
"C0530","/sales-orders","false","Export","download/export","","{exportCsv}","!filtered.length","frontend/src/app/(app)/sales-orders/page.tsx","170","static source; conditional visibility and dynamic data require runtime QA"
"C0531","/sales-orders","false","+ New Order.replace(""+ "", """")","open page/link","/sales-orders/new","","","frontend/src/app/(app)/sales-orders/page.tsx","171","static source; conditional visibility and dynamic data require runtime QA"
"C0532","/sales-orders","false","Clear search","local state / inspect handler","","{() => setQuery("""")}","","frontend/src/app/(app)/sales-orders/page.tsx","186","static source; conditional visibility and dynamic data require runtime QA"
"C0533","/sales-orders","false","tab.label tab.count","filter/select/expand","","{() => setActiveTab(tab.key)}","","frontend/src/app/(app)/sales-orders/page.tsx","221","static source; conditional visibility and dynamic data require runtime QA"
"C0534","/sales-orders","false","o.order_no","open page/link","`/sales-orders/${o.id}`","","","frontend/src/app/(app)/sales-orders/page.tsx","237","static source; conditional visibility and dynamic data require runtime QA"
"C0535","/sales-orders","false","formatOrderReference(o.order_no) customerMap.get(o.customer_id) ?? Unknown customer qty.toLocaleString() pct % statusLabel(o.status, t) new Date(o.deadline).toLocaleDateString(""en-US"", { month: ""short"", day: ""2-digit"" }) / ""-""","filter/select/expand","","{() => setSelectedId(o.id)}","","frontend/src/app/(app)/sales-orders/page.tsx","308","static source; conditional visibility and dynamic data require runtime QA"
"C0536","/sales-orders","false","{(e) => e.stopPropagation()}","local state / inspect handler","","{(e) => e.stopPropagation()}","","frontend/src/app/(app)/sales-orders/page.tsx","309","static source; conditional visibility and dynamic data require runtime QA"
"C0537","/sales-orders","false","o.order_no","open page/link","`/sales-orders/${o.id}`","","","frontend/src/app/(app)/sales-orders/page.tsx","310","static source; conditional visibility and dynamic data require runtime QA"
"C0538","/sales-orders","false","selected.order_no","open page/link","`/sales-orders/${selected.id}`","","","frontend/src/app/(app)/sales-orders/page.tsx","342","static source; conditional visibility and dynamic data require runtime QA"
"C0539","/sales-orders","false","Icon control at line 345","local state / inspect handler","","","","frontend/src/app/(app)/sales-orders/page.tsx","345","static source; conditional visibility and dynamic data require runtime QA"
"C0540","/sales-orders","false","Delete","filter/select/expand","","{() => removeSalesOrder(selected.id, selected.order_no)}","","frontend/src/app/(app)/sales-orders/page.tsx","346","static source; conditional visibility and dynamic data require runtime QA"
"C0541","/sales-orders/[id]","false","Retry","local state / inspect handler","","{() => mutate()}","","frontend/src/app/(app)/sales-orders/[id]/page.tsx","66","static source; conditional visibility and dynamic data require runtime QA"
"C0542","/sales-orders/[id]","false","Confirm","save/change data","","{confirmOrder}","","frontend/src/app/(app)/sales-orders/[id]/page.tsx","79","static source; conditional visibility and dynamic data require runtime QA"
"C0543","/sales-orders/[id]","false","Generate Invoice","save/change data","","{generateInvoice}","","frontend/src/app/(app)/sales-orders/[id]/page.tsx","81","static source; conditional visibility and dynamic data require runtime QA"
"C0544","/sales-orders/[id]","false","Reserve stock","save/change data","","{reserveStock}","","frontend/src/app/(app)/sales-orders/[id]/page.tsx","84","static source; conditional visibility and dynamic data require runtime QA"
"C0545","/sales-orders/[id]","false","file.file_name || file.file_url","open new tab","file.file_url","","","frontend/src/app/(app)/sales-orders/[id]/page.tsx","180","static source; conditional visibility and dynamic data require runtime QA"
"C0546","/search","false","Form submission","navigate after action","next ? `/search?q=${encodeURIComponent(next)}` : ""/search""","{submitSearch}","","frontend/src/app/(app)/search/page.tsx","72","static source; conditional visibility and dynamic data require runtime QA"
"C0547","/search","false","Search","submit form","","","","frontend/src/app/(app)/search/page.tsx","85","static source; conditional visibility and dynamic data require runtime QA"
"C0548","/search","false","row.label","open page/link","row.url","","","frontend/src/app/(app)/search/page.tsx","103","static source; conditional visibility and dynamic data require runtime QA"
"C0549","/search","false","Load more","local state / inspect handler","","{() => setVisibleCounts((current) => ({ ...current, [type]: Math.min(current[type] + INITIAL_RESULTS_PER_TYPE, grouped[type].length), }))}","","frontend/src/app/(app)/search/page.tsx","110","static source; conditional visibility and dynamic data require runtime QA"
"C0550","/settings","false","Save","save/change data","","{() => save(""company_info"")}","","frontend/src/app/(app)/settings/page.tsx","108","static source; conditional visibility and dynamic data require runtime QA"
"C0551","/settings","false","Save","save/change data","","{() => save(""financial"")}","","frontend/src/app/(app)/settings/page.tsx","122","static source; conditional visibility and dynamic data require runtime QA"
"C0552","/settings","false","Save","save/change data","","{() => save(""preferences"")}","","frontend/src/app/(app)/settings/page.tsx","132","static source; conditional visibility and dynamic data require runtime QA"
"C0553","/sewing/daily-report","false","Refresh","local state / inspect handler","","{refresh}","","frontend/src/app/(app)/sewing/daily-report/page.tsx","486","static source; conditional visibility and dynamic data require runtime QA"
"C0554","/sewing/daily-report","false","Remove section","local state / inspect handler","","{() => setSectionEntries((current) => current.filter((item) => item.id !== entry.id))}","","frontend/src/app/(app)/sewing/daily-report/page.tsx","614","static source; conditional visibility and dynamic data require runtime QA"
"C0555","/sewing/daily-report","false","Add section","local state / inspect handler","","{() => { const activeWork = lineContext?.active_work_orders?.[0]; setSectionEntries((current) => [ ...current, { ...createSectionEntry(), workKey: activeWork ? sewingWorkKey(activeWork) : """", kroyNo: activeWork?.kroy_no || """", manualModel: activeWork ? { enabled: false, modelNo: """", variantNo: """" } : { enabled: true, modelNo: """", variantNo: """" }, }, ]); }}","","frontend/src/app/(app)/sewing/daily-report/page.tsx","785","static source; conditional visibility and dynamic data require runtime QA"
"C0556","/sewing/daily-report","false","Saving... / Save daily report","save/change data","","{saveReport}","saving || selectedFlowId === """" || loadingLine","frontend/src/app/(app)/sewing/daily-report/page.tsx","866","static source; conditional visibility and dynamic data require runtime QA"
"C0557","/sewing/daily-report","false","Refresh","local state / inspect handler","","{refresh}","","frontend/src/app/(app)/sewing/daily-report/page.tsx","885","static source; conditional visibility and dynamic data require runtime QA"
"C0558","/sewing/daily-report","false","Refresh","local state / inspect handler","","{refresh}","","frontend/src/app/(app)/sewing/daily-report/page.tsx","903","static source; conditional visibility and dynamic data require runtime QA"
"C0559","/sewing/daily-report","false","Loading... / Excel report","download/export","","{() => void downloadReport(""xlsx"")}","Boolean(downloadingReport)","frontend/src/app/(app)/sewing/daily-report/page.tsx","940","static source; conditional visibility and dynamic data require runtime QA"
"C0560","/sewing/daily-report","false","Loading... / PDF report","download/export","","{() => void downloadReport(""pdf"")}","Boolean(downloadingReport)","frontend/src/app/(app)/sewing/daily-report/page.tsx","951","static source; conditional visibility and dynamic data require runtime QA"
"C0561","/sewing/daily-report","false","Edit","local state / inspect handler","","{() => setEditingRow(row)}","","frontend/src/app/(app)/sewing/daily-report/page.tsx","1079","static source; conditional visibility and dynamic data require runtime QA"
"C0562","/sewing/daily-report","false","Delete","local state / inspect handler","","{() => deleteReport(row)}","deletingId !== null","frontend/src/app/(app)/sewing/daily-report/page.tsx","1087","static source; conditional visibility and dynamic data require runtime QA"
"C0563","/sewing/flows","false","orderReference(workOrder, `#${workOrder.production_order_id}`)","open page/link","`/production-orders/${workOrder.production_order_id}`","","","frontend/src/app/(app)/sewing/flows/page.tsx","130","static source; conditional visibility and dynamic data require runtime QA"
"C0564","/sewing/flows","false","Loading... / Move","local state / inspect handler","","{() => onMove(workOrder)}","isBusy","frontend/src/app/(app)/sewing/flows/page.tsx","152","static source; conditional visibility and dynamic data require runtime QA"
"C0565","/sewing/flows","false","Loading... / Assign","local state / inspect handler","","{() => onAssign?.(workOrder)}","isBusy","frontend/src/app/(app)/sewing/flows/page.tsx","162","static source; conditional visibility and dynamic data require runtime QA"
"C0566","/sewing/flows","false","Return work","local state / inspect handler","","{() => onReturn(workOrder)}","isBusy","frontend/src/app/(app)/sewing/flows/page.tsx","172","static source; conditional visibility and dynamic data require runtime QA"
"C0567","/sewing/flows","false","Open","open page/link","`/work-orders/${workOrder.id}/sewing`","","","frontend/src/app/(app)/sewing/flows/page.tsx","177","static source; conditional visibility and dynamic data require runtime QA"
"C0568","/sewing/flows","false","orderReference(workOrder, `#${workOrder.production_order_id}`)","open page/link","`/production-orders/${workOrder.production_order_id}`","","","frontend/src/app/(app)/sewing/flows/page.tsx","187","static source; conditional visibility and dynamic data require runtime QA"
"C0569","/sewing/flows","false","Loading... / Move","local state / inspect handler","","{() => onMove(workOrder)}","isBusy","frontend/src/app/(app)/sewing/flows/page.tsx","211","static source; conditional visibility and dynamic data require runtime QA"
"C0570","/sewing/flows","false","Loading... / Assign","local state / inspect handler","","{() => onAssign?.(workOrder)}","isBusy","frontend/src/app/(app)/sewing/flows/page.tsx","221","static source; conditional visibility and dynamic data require runtime QA"
"C0571","/sewing/flows","false","Return work","local state / inspect handler","","{() => onReturn(workOrder)}","isBusy","frontend/src/app/(app)/sewing/flows/page.tsx","231","static source; conditional visibility and dynamic data require runtime QA"
"C0572","/sewing/flows","false","Open","open page/link","`/work-orders/${workOrder.id}/sewing`","","","frontend/src/app/(app)/sewing/flows/page.tsx","236","static source; conditional visibility and dynamic data require runtime QA"
"C0573","/sewing/flows","false","Icon control at line 257","open new tab","imagePreviewHref(imageUrl, label)","","","frontend/src/app/(app)/sewing/flows/page.tsx","257","static source; conditional visibility and dynamic data require runtime QA"
"C0574","/sewing/flows","false","Cancel / (f.active_work_orders > 0 ? Currently sewing : Ready for work)","filter/select/expand","","{() => setExpanded((prev) => ({ ...prev, [f.id]: !prev[f.id] }))}","","frontend/src/app/(app)/sewing/flows/page.tsx","334","static source; conditional visibility and dynamic data require runtime QA"
"C0575","/sewing/flows","false","Cancel","local state / inspect handler","","{() => setPick({ wo: null, qty: """", maxQty: 0, productionBatchId: null, batchLabel: """" })}","","frontend/src/app/(app)/sewing/flows/page.tsx","612","static source; conditional visibility and dynamic data require runtime QA"
"C0576","/sewing/flows","false","Loading... / Assign","save/change data","","{takeWork}","!!claimingKey","frontend/src/app/(app)/sewing/flows/page.tsx","613","static source; conditional visibility and dynamic data require runtime QA"
"C0577","/sewing/flows","false","Cancel","local state / inspect handler","","{closeMove}","","frontend/src/app/(app)/sewing/flows/page.tsx","651","static source; conditional visibility and dynamic data require runtime QA"
"C0578","/sewing/flows","false","Loading... / Move","save/change data","","{moveWork}","!movePick.destinationFlowId || !!movingAssignmentId","frontend/src/app/(app)/sewing/flows/page.tsx","652","static source; conditional visibility and dynamic data require runtime QA"
"C0579","/shipments/history","false","Shipments","open page/link","/shipments","","","frontend/src/app/(app)/shipments/history/page.tsx","35","static source; conditional visibility and dynamic data require runtime QA"
"C0580","/shipments/history","false","shipmentReviewText[lang].reference","open new tab","`/api/shipments/${shipment.id}/invoice/print?lang=${lang}`","","","frontend/src/app/(app)/shipments/history/page.tsx","53","static source; conditional visibility and dynamic data require runtime QA"
"C0581","/shipments/history","false","Shipment Traceability","open page/link","`/traceability?shipment=${encodeURIComponent(shipment.shipment_no || shipment.id)}`","","","frontend/src/app/(app)/shipments/history/page.tsx","55","static source; conditional visibility and dynamic data require runtime QA"
"C0582","/shipments/history","false","shipmentReviewText[lang].reference","open new tab","`/api/shipments/${shipment.id}/invoice/print?lang=${lang}`","","","frontend/src/app/(app)/shipments/history/page.tsx","64","static source; conditional visibility and dynamic data require runtime QA"
"C0583","/shipments/history","false","Shipment Traceability","open page/link","`/traceability?shipment=${encodeURIComponent(shipment.shipment_no || shipment.id)}`","","","frontend/src/app/(app)/shipments/history/page.tsx","64","static source; conditional visibility and dynamic data require runtime QA"
"C0584","/shipments","false","Shipment history","open page/link","/shipments/history","","","frontend/src/app/(app)/shipments/page.tsx","271","static source; conditional visibility and dynamic data require runtime QA"
"C0585","/shipments","false","manualText.title","local state / inspect handler","","{createWarehouseExit}","warehouseCreating || !customerId","frontend/src/app/(app)/shipments/page.tsx","303","static source; conditional visibility and dynamic data require runtime QA"
"C0586","/traceability","false","Print passport","download/export","","{openExport}","","frontend/src/app/(app)/traceability/page.tsx","236","static source; conditional visibility and dynamic data require runtime QA"
"C0587","/traceability","false","Form submission","submit form","","{lookup}","","frontend/src/app/(app)/traceability/page.tsx","242","static source; conditional visibility and dynamic data require runtime QA"
"C0588","/traceability","false","Loading... / Lookup","local state / inspect handler","","","busy || !query.trim()","frontend/src/app/(app)/traceability/page.tsx","267","static source; conditional visibility and dynamic data require runtime QA"
"C0589","/traceability","false","Package","open page/link","`/packages/${packageId}`","","","frontend/src/app/(app)/traceability/page.tsx","408","static source; conditional visibility and dynamic data require runtime QA"
"C0590","/traceability","false","Production No","open page/link","`/production-orders/${productionOrderId}`","","","frontend/src/app/(app)/traceability/page.tsx","409","static source; conditional visibility and dynamic data require runtime QA"
"C0591","/traceability","false","Shipment","open page/link","`/shipments?shipment_id=${shipmentId}`","","","frontend/src/app/(app)/traceability/page.tsx","410","static source; conditional visibility and dynamic data require runtime QA"
"C0592","/usluga/orders/[id]/edit","false","Cancel","open page/link","`/usluga/orders/${order.id}`","","","frontend/src/app/(app)/usluga/orders/[id]/edit/page.tsx","182","static source; conditional visibility and dynamic data require runtime QA"
